codigo,snv_rodovia,situacao,extensao_km,extensao_geom_km,decisao,motivo,TRECHO-INÍCIO,TRECHO-FINAL
007EDF0010,DF-007,DUP,0.8,0.7967591564716228,manter,,ENTR. DF-003 (EPIA)/ GRANJA DO TORTO,ENTR. DF-006 (EPCA)
007EDF0012,DF-007,DUP,0.5,0.5263713066020981,manter,,ENTR. DF-006 (EPCA),ENTR. DF-009 (EPPN)
007EDF0030,DF-007,DUP,0.8,0.8111060847237496,manter,,ENTR. DF-009 (EPPN),ENTR. DF-002 (PONTE DO BRAGHETTO)
008EDF0010,DF-008,PLA,3.8,5.254925842805392,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-001 (EPCT),ENTR. DF-005 (EPPR)
008EDF0030,DF-008,PLA,1.8,2.21748588070402,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-005 (EPPR),ENTR. DF-009 (EPPN)
008EDF0050,DF-008,PLA,2.0,2.3905632345746977,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-009 (EPPN),ENTR. DF-004 (EPNA)
009EDF0010,DF-009,PAV,1.2,1.24270478501861,manter,,ENTR. DF-003 (EPIA),ENTR DF-007 (EPTT)
009EDF0030,DF-009,DUP,1.4,1.3799773434075508,manter,,ENTR DF-007 (EPTT),ENTR. DF-005 (EPPR)
009EDF0050,DF-009,DUP,8.1,8.355873282707844,manter,,ENTR. DF-005 (EPPR),CLUBE DO CONGRESSO
010EDF0010,DF-010,DUP,1.5,1.4642449433755793,manter,,ENTR. EIXO MONUMENTAL,ACESSO AO AUTÓDROMO
010EDF0030,DF-010,DUP,1.9,1.9033641023726453,manter,,ACESSO AO AUTÓDROMO,ACESSO AO SMU
010EDF0050,DF-010,DUP,0.7,0.6671924784373325,manter,,ACESSO AO SMU,ENTR. DF-003 (EPIA)
010EDF0070,DF-010,PAV,2.7,2.625485730990585,manter,,ENTR. DF-003 (EPIA),INÍCIO DE TRECHO DUPLICADO (km. 6.8)
010EDF0090,DF-010,DUP,1.0,1.1341977607373046,manter,,INÍCIO DE TRECHO DUPLICADO (km. 6.8),8.0
010EDF0110,DF-010,PAV,1.0,0.9609419621156534,manter,,FIM DE TRECHO DUPLICADO (km. 8.0),9.0
010EDF0130,DF-010,EOD,2.57,2.569234499296533,manter,extensao declarada zero/ausente: usada a da geometria,INÍCIO DE TRECHO IMPLANTADO (km. 9.0),0.3
011EDF0010,DF-011,DUP,1.4,1.1441613769473715,manter,,ENTR. DF-003 (EPIA)/DF-085 (EPTG),ACESSO AO SETOR POLICIAL SUL
011EDF0030,DF-011,DUP,1.2,1.172389825070723,manter,,ACESSO AO SETOR POLICIAL SUL,ENTRADA DO PARQUE DA CIDADE- SUDOESTE
011EDF0050,DF-011,DUP,3.3,3.2984104433067536,manter,,ENTRADA DO PARQUE DA CIDADE- SUDOESTE,ENTR. EIXO MONUMENTAL
015EDF0010,DF-015,PAV,3.9,4.072592304448489,manter,,ENTR. DF-005 (EPPR),ENTR. BR-479/ DF-001 (EPCT)/DF- 250
025EDF0010,DF-025,DUP,3.0,3.072222199807038,manter,,ENTR. DF-003 (EPIA),ENTR. DF-047 (EPAR)
025EDF0030,DF-025,DUP,4.8,4.738981135050317,manter,,ENTR. DF-047 (EPAR),ACESSO À PONTE PRESIDENTE MEDICI
025EDF0050,DF-025,DUP,3.2,3.4548839212314406,manter,,ACESSO À PONTE PRESIDENTE MEDICI,ACESSO À PONTE HONESTINO GUIMARÃES
025EDF0070,DF-025,DUP,7.2,7.371799394242865,manter,,ACESSO À PONTE HONESTINO GUIMARÃES,ENTR. DF-035 (EPCV)
025EDF0090,DF-025,DUP,3.1,3.207858559454818,manter,,ENTR. DF-035 (EPCV),ENTR. DF-027 (EPJK)
025EDF0100,DF-025,DUP,4.6,4.624467017755677,manter,,ENTR. DF-027 (EPJK),ENTR. DF-001(A) (EPCT)
027EDF0010,DF-027,DUP,1.8,2.055223405741257,manter,,ENTR. DF-025 (EPDB)/ ACESSO À PONTE JK,ENTR. DF-001 (EPCT)
035EDF0010,DF-035,DUP,4.2,4.330662456835195,manter,,ENTR. DF-025 (EPDB),ENTR. DF-001 (EPCT)
047EDF0010,DF-047,DUP,0.8,0.891823219471313,manter,,AEROPORTO INTERNACIONAL DE BRASÍLIA,ENTR. DF-025 (EPDB)
047EDF0030,DF-047,DUP,1.8,1.8226140089942746,manter,,ENTR. DF-025 (EPDB),ENTR. DF-051 (EPGU)/ DF-004 (EPNA)
047EDF0050,DF-047,DUP,1.2,1.2095170253975789,manter,,ENTR. DF-051 (EPGU)/ DF-004 (EPNA),ENTR. DF-002 (ERS) (TREVO DE TRIAGEM SUL)
051EDF0010,DF-051,DUP,2.4,2.4976467564273337,manter,,ENTR. DF-047 (EPAR),ENTR. DF-003 (EPIA)
051EDF0030,DF-051,DUP,1.5,1.5805126646359624,manter,,ENTR. DF-003 (EPIA),ACESSO AO GUARÁ II
055EDF0010,DF-055,PAV,2.0,8.912629536414924,manter,ALERTA: geometria 4.46x a extensao declarada,ENTR. DF-003 (EPIA),VARGEM BONITA (km. 7.2)
065EDF0010,DF-065,DUP,4.0,4.042892938062719,manter,,ENTR. DF-003 (EPIA),ENTR. BR-251/ DF-001 (EPCT)/DF- 480
075EDF0010,DF-075,DUP,2.0,2.021822903547892,manter,,ENTR. DF-003 (EPIA),ACESSO AO NÚCLEO BANDEIRANTE
075EDF0030,DF-075,DUP,1.9,1.994462102021164,manter,,ACESSO AO NÚCLEO BANDEIRANTE,ENTR. DF-079 (EPVP)
075EDF0050,DF-075,DUP,4.2,4.284671438344403,manter,,ENTR. DF-079 (EPVP),ENTR. BR-251/ DF-001 (EPCT)
079EDF0010,DF-079,DUP,2.3,2.391500140083957,manter,,ENTR. DF-085 (EPTG),ENTR. DF-081 (EPIB)
079EDF0030,DF-079,DUP,5.9,5.999744942920333,manter,,ENTR. DF-081 (EPIB),ENTR. DF-075 (EPNB)
081EDF0010,DF-081,PLA,6.5,6.474951665156705,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-003 (EPIA),ENTR. DF-079 (EPVP)
085EDF0010,DF-085,DUP,5.8,5.900667368756408,manter,,ENTR. DF-003 (EPIA),ENTR. DF-087 (EPVL)
085EDF0030,DF-085,DUP,1.4,1.5187632584459962,manter,,ENTR. DF-087 (EPVL),ENTR. DF-079 (EPVP)
085EDF0050,DF-085,DUP,5.5,4.549037910196921,manter,,ENTR. DF-079 (EPVP),FIM DO TÚNEL DE TAGUATINGA
087EDF0010,DF-087,DUP,3.1,3.050674679996931,manter,,ENTR. DF-095 (EPCL),ENTR. DF-085 (EPTG)
095EDF0010,DF-095,DUP,3.4,3.4653991080280186,manter,,ENTR. DF-003 (EPIA),ENTR. DF-097 (EPAC)
095EDF0030,DF-095,DUP,3.1,3.1994003055978633,manter,,ENTR. DF-097 (EPAC),ENTR. DF-087 (EPVL)
095EDF0050,DF-095,DUP,6.1,6.316312946827248,manter,,ENTR. DF-087 (EPVL),ENTR. BR- 070/251/ DF-001 (EPCT)
097EDF0010,DF-097,IMP,2.0,1.7936612432563517,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-095 (EPCL),DF-010 (EPAA)
097EDF0030,DF-097,IMP,9.5,9.126599423503789,manter,nao pavimentado: fora da analise de trafego,DF-010 (EPAA),ENTR. BR-251/ DF-001 (EPCT)
100EDF0010,DF-100,PAV,8.5,8.901605599421373,manter,,ENTR. BR-020/BR-030,ENTR. DF-230
100EDF0030,DF-100,PAV,0.5,0.3643058454475557,manter,,ENTR. DF-230,ENTR. VC-141
100EDF0050,DF-100,PAV,3.8,3.67121923944533,manter,,ENTR. VC-141,ENTR. VC-145
100EDF0070,DF-100,PAV,0.2,0.5587700623391052,manter,ALERTA: geometria 2.79x a extensao declarada,ENTR. VC-145,ENTR. VC-143
100EDF0090,DF-100,PAV,3.5,3.2161936415460857,manter,,ENTR. VC-143,ENTR. BR-479/DF-250
100EDF0110,DF-100,IMP,5.3,5.519034070137758,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-479/DF-250,ENTR. VC-169(A)
100EDF0130,DF-100,IMP,0.2,0.5682591722031934,manter,ALERTA: geometria 2.84x a extensao declarada,ENTR. VC-169(A),ENTR. DF-105
100EDF0150,DF-100,IMP,2.0,2.011018927980399,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-105,ENTR. VC-169(B)
100EDF0170,DF-100,IMP,4.1,4.121122257347759,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-169(B),ENTR. DF-310
100EDF0190,DF-100,IMP,3.6,3.6378983881152083,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-310,ENTR. DF-260/DF-320
100EDF0210,DF-100,IMP,4.2,4.137962730427193,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-260/DF-320,ENTR. VC-421
100EDF0230,DF-100,IMP,3.4,3.476823225864271,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-421,ENTR. DF-270
100EDF0250,DF-100,IMP,10.5,11.063100449367083,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-270,ENTR. DF-285
100EDF0270,DF-100,IMP,3.0,3.365612416033465,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-285,ENTR. DF-295/ DIVISA DF/GO
105EDF0010,DF-105,IMP,5.9,6.011553185443607,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-020/030,FIM DO TRECHO IMPLANTADO (km. 5.9)
105EDF0020,DF-105,PLA,3.0,1.1253464160138107,remover,"trecho planejado, nao existe fisicamente",FIM DE TRECHO IMPLANTADO (km. 5.9),2.1
105EDF0030,DF-105,PLA,6.0,5.815537987406548,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-230,ENTR. VC-143
105EDF0050,DF-105,IMP,4.4,4.016683393827913,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-143,ENTR. BR-479(B)/ DF-250(A)
105EDF0090,DF-105,IMP,0.9,1.115503042691583,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-479(A)/ DF-250(B),ENTR. VC-155
105EDF0110,DF-105,IMP,9.1,8.996041783060273,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-155,ENTR. DF-100
110EDF0010,DF-110,IMP,5.5,6.390701286971646,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-205,ENTR. VC-113
110EDF0030,DF-110,IMP,1.2,1.3499414526190172,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-113,ENTR. BR-020/BR-030
110EDF0050,DF-110,IMP,0.9,0.9552414717566109,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-020/BR-030,ENTR. VC-121
110EDF0070,DF-110,IMP,7.4,7.520974000667688,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-121,ENTR. DF-230(A)
110EDF0090,DF-110,IMP,0.5,0.8004591342350028,manter,ALERTA: geometria 1.60x a extensao declarada,ENTR. DF-230(A),ENTR. DF-230(B)
110EDF0110,DF-110,IMP,3.0,2.918171898634571,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-230(B),ENTR. BR-479/DF-250
120EDF0010,DF-120,IMP,11.0,11.56762049013648,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-479/DF-250,ENTR. DF-455
120EDF0030,DF-120,PAV,2.8,2.838533181328802,manter,,ENTR. DF-455,ENTR. DF-355
120EDF0050,DF-120,IMP,1.0,1.4883614092202715,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-355,ENTR. VC-419
120EDF0070,DF-120,IMP,2.9,2.8830747591301065,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-419,ENTR. DF-260(A)
120EDF0110,DF-120,IMP,5.9,6.415928131932191,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-125/DF- 260(B),ENTR. VC-427
120EDF0130,DF-120,IMP,2.1,2.09571000660493,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-427,ENTR. DF-270(A)
120EDF0170,DF-120,IMP,15.1,15.047852718652162,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-270(B),ENTR. DF-285
125EDF0010,DF-125,IMP,2.5,2.491942718250887,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-120/DF-260,INICIO DE TRECHO PLANEJADO (km. 2.5)
125EDF0030,DF-125,PLA,1.0,1.3680670401149466,remover,"trecho planejado, nao existe fisicamente",INICIO DE TRECHO PLANEJADO (km. 2.5),3.5
125EDF0050,DF-125,IMP,5.12,5.115372607198053,manter,extensao declarada zero/ausente: usada a da geometria,FIM DE TRECHO PLANEJADO (km. 3.5),5.5
125EDF0090,DF-125,IMP,2.7,2.636240947205919,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-270(B),CÓRREGO LAMARÃO
125EDF0100,DF-125,PAV,5.2,5.334472672586858,manter,,CÓRREGO LAMARÃO,ENTR. BR-251(A)
125EDF0120,DF-125,PAV,0.6,0.7255758372698063,manter,,ENTR. BR-251(B),FIM DO TRECHO PAVIMENTADO (km. 21.3)
125EDF0130,DF-125,IMP,9.0,5.059102784587206,manter,ALERTA: geometria 0.56x a extensao declarada,FIM DO TRECHO PAVIMENTADO (km. 21.3),2.4
128EDF0010,DF-128,PAV,3.4,3.4099098909202854,manter,,DIVISA GO/DF,ENTR. DF-205
128EDF0030,DF-128,PAV,8.4,8.62575101648083,manter,,ENTR. DF-205,ENTR. DF-131
128EDF0050,DF-128,PAV,2.0,1.9912207983368468,manter,,ENTR. DF-131,ENTR. BR- 010/020/030
128EDF0070,DF-128,PAV,2.5,2.587357071020876,manter,,ENTR. BR-010/020/030,ACESSO A PLANALTINA/ 1º DISTRITO RODOVIÁRIO
128EDF0090,DF-128,PAV,3.0,3.100003142589798,manter,,ACESSO A PLANALTINA/ 1º DISTRITO RODOVIÁRIO,ENTR. DF-230
128EDF0110,DF-128,PAV,2.5,2.4167367986370802,manter,,ENTR. DF-230,ACESSO AO INSTITUTO FEDERAL DE BRASÍLIA
128EDF0130,DF-128,PAV,2.4,2.5388864442611836,manter,,ACESSO AO INSTITUTO FEDERAL DE BRASÍLIA,ENTR. DF-444
128EDF0150,DF-128,EOP,1.6,1.5997066584535429,manter,,ENTR. DF-444,PEDRA FUNDAMENTAL
130EDF0010,DF-130,PAV,2.5,2.605802063079671,manter,,ENTR. DF-230,ACESSO AO VALE DO AMANHECER
130EDF0030,DF-130,PAV,6.7,6.763806975448406,manter,,ACESSO AO VALE DO AMANHECER,ENTR. BR-479/DF-250
130EDF0050,DF-130,PAV,6.6,6.56602509411677,manter,,ENTR. BR-479/DF-250,ENTR. DF-455
130EDF0070,DF-130,PAV,1.8,1.8050643058219957,manter,,ENTR. DF-455,ENTR. VC-411
130EDF0090,DF-130,PAV,2.9,2.9587105558229982,manter,,ENTR. VC-411,ENTR. VC-413
130EDF0110,DF-130,PAV,2.4,2.481602091531741,manter,,ENTR. VC-413,ENTR. DF-355
130EDF0130,DF-130,PAV,2.3,2.3025010045578496,manter,,ENTR. DF-355,ENTR. DF-260
130EDF0150,DF-130,PAV,2.7,2.7493238048103827,manter,,ENTR. DF-260,ENTR. VC-401
130EDF0170,DF-130,PAV,1.6,1.583608162639587,manter,,ENTR. VC-401,ACESSO AO 4º DISTRITO RODOVIÁRIO
130EDF0190,DF-130,PAV,4.6,4.613809524844794,manter,,ACESSO AO 4º DISTRITO RODOVIÁRIO,ENTR. DF-270
130EDF0210,DF-130,PAV,0.5,0.5061097573389287,manter,,ENTR. DF-270,ENTR. BR-251(A)
130EDF0230,DF-130,PAV,3.4,3.396558495401493,manter,,ENTR. BR-251(A),ENTR. BR-251(B)
130EDF0250,DF-130,PAV,9.8,9.761074104969925,manter,,ENTR. BR-251(B),ENTR. DF-295/ DIVISA DF/GO
131EDF0010,DF-131,IMP,3.0,3.2816513938146783,manter,nao pavimentado: fora da analise de trafego,DIVISA GO/DF,ENTR. DF-205
131EDF0030,DF-131,PAV,4.5,4.119229916747859,manter,,ENTR. DF-205,ENTR. DF-335
131EDF0050,DF-131,PAV,1.8,2.1085939949443664,manter,,ENTR. DF-335,ENTR. DF-128
135EDF0010,DF-135,PLA,13.2,14.861575308979171,remover,"trecho planejado, nao existe fisicamente",ENTR. BR-251,ENTR. VC-467
135EDF0030,DF-135,IMP,2.5,2.866004928427006,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-467,DIVISA DF/GO
140EDF0010,DF-140,DUP,1.3,1.3546898186961769,manter,,ENTR. DF-001 (EPCT),ENTR. BR-251
140EDF0030,DF-140,EOD,7.1,7.17078223919975,manter,,ENTR. BR-251,ENTR. VC-467
140EDF0050,DF-140,EOD,6.4,6.399375875586184,manter,,ENTR. VC-467,ENTR. DIVISA DF/GO
150EDF0010,DF-150,DUP,6.9,7.062272537442571,manter,,ENTR. BR-010/ 020/030/DF-001/003 (PARQUE RODOVIÁRIO DO DER-DF),ACESSO A SOBRADINHO II
150EDF0050,DF-150,PAV,6.6,6.822320171630598,manter,,ACESSO A SOBRADINHO II,ENTR. DF-205
180EDF0190,DF-180,PAV,0.9,0.8725154748785982,manter,,ENTR. BR-080(B)/ BR-251(B) /DF-445,ENTR. VC-555
180EDF0210,DF-180,PAV,0.9,0.8733314632344965,manter,,ENTR. VC-555,ENTR. VC-561
180EDF0230,DF-180,PAV,5.8,5.785312566048746,manter,,ENTR. VC-561,ENTR. BR-070(A)
180EDF0250,DF-180,DUP,2.6,2.7289302991724846,manter,,ENTR. BR-070(A),ENTR. BR-070(B)
180EDF0270,DF-180,PAV,4.3,4.485050841297423,manter,,ENTR. BR-070(B),ENTR. DF-190
180EDF0290,DF-180,PAV,6.7,6.665117015118683,manter,,ENTR. DF-190,ENTR. VC-311
180EDF0310,DF-180,PAV,4.8,4.871798644680682,manter,,ENTR. VC-311,ACESSO A SAMAMBAIA
180EDF0330,DF-180,PAV,0.9,1.0194281024113854,manter,,ACESSO A SAMAMBAIA,ENTR. BR-060
180EDF0350,DF-180,PAV,1.4,1.3009207528130189,manter,,ENTR. BR-060,ENTR. VC-337(A)
180EDF0370,DF-180,PAV,6.0,4.676685628680276,manter,,ENTR. VC-337(A),ENTR. VC-337(B)
180EDF0390,DF-180,PAV,3.1,4.529643110656148,manter,,ENTR. VC-337(B),ENTR. VC-351
180EDF0410,DF-180,PAV,2.0,2.0495564934508503,manter,,ENTR. VC-351,ENTR. DF-290
190EDF0010,DF-190,PAV,5.9,6.00886477775412,manter,,ENTR. DF-180,ENTR. VC-321
190EDF0030,DF-190,PAV,10.0,9.99248229928792,manter,,ENTR. VC-321,ENTR. DF-280(A)
190EDF0070,DF-190,PLA,5.8,5.746457819492621,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-280(B),ENTR. BR-060
205EDF0010,DF-205,IMP,1.5,1.7282818146713805,manter,nao pavimentado: fora da analise de trafego,DIVISA GO/DF,ENTR. VC-201(A)
205EDF0030,DF-205,PAV,9.5,12.395894443919719,manter,,ENTR. VC-201(A),INÍCIO DE TRECHO PAVIMENTADO (km. 11)
205EDF0050,DF-205,PAV,5.0,6.119314250623851,manter,,INÍCIO DE TRECHO PAVIMENTADO (km. 11.0),5.8
205EDF0070,DF-205,PAV,2.8,2.721937918580281,manter,,ENTR. DF-150,ENTR. DF-326
205EDF0090,DF-205,PAV,5.9,5.976161041379349,manter,,ENTR. DF-326,ENTR. VC-201(B)
205EDF0110,DF-205,PAV,6.5,5.580338743640858,manter,,ENTR. VC-201(B),FIM DE TRECHO PAVIMENTADO (km. 33.6)
